Fecha_registro,Documento,Id_Vendedor,Id_Producto,Id_Empresa,Cantidad,%_Descuento,Precio_unitario,Costo_Unitario
2023-01-09,C-45012,5,3135,46,700,0,0.19,0.07
2023-01-09,C-45012,5,3140,46,1400,0,0.58,0.37
2023-01-09,C-45012,5,3155,46,300,0,0.25,0.15
2023-01-09,C-45012,5,4400,46,1,0,7163.45,4156.59
2023-01-09,C-45012,5,4715,46,2,0,669.07,556.16
2023-01-09,C-45013,21,1438,32,50,0,71.6,66.3
2023-01-09,C-45013,5,188,46,3,0,4.4,2.79
2023-01-09,C-45013,5,727,46,5,0,2143.53,1226.4
2023-01-09,C-45013,5,1354,46,2,0,4.5,3.55
2023-01-09,C-45013,5,2109,46,13,0,72.8,53.93
2023-01-09,C-45013,5,3116,46,67,0,13.22,7.93
2023-01-09,C-45013,5,3138,46,700,0,0.29,0.23
2023-01-09,C-45013,5,3140,46,700,0,0.58,0.37
2023-01-09,C-45013,5,4674,46,1,0,102.53,82.02
2023-01-09,C-45013,5,4696,46,2,0,195.01,194.83
2023-01-11,C-45013,5,4827,46,30,0,0.95,0.74
2023-01-11,C-45013,5,4855,46,100,0,0.93,0.37
2023-01-11,C-45013,2,5,23,5,0.1,13.5,10.57
2023-01-11,C-45013,2,105,23,3,0,67.38,53.9
2023-01-11,C-45013,2,106,23,3,0,55.64,44.51
2023-01-11,C-45013,2,544,23,6,0.1,6.85,6.09
2023-01-11,C-45013,2,555,23,6,0.1,4.78,4.25
2023-01-11,C-45013,2,683,23,3,0,144.36,101.93
2023-01-11,C-45013,2,700,23,3,0.1,20.06,17.83
2023-01-11,C-45013,2,750,23,3,0.1,103.34,91.86
2023-01-11,C-45013,2,771,23,3,0.1,119.36,106.1
2023-01-11,C-45013,2,1542,23,100,0.1,4.3,3.82
2023-01-11,C-45013,2,2229,23,2,0.1,74.78,65.75
2023-01-11,C-45013,2,2241,23,2,0.1,265.02,235.57
2023-01-11,C-45013,2,4719,23,1,0.1,625.68,556.16
2023-01-11,C-45013,2,4768,23,1,0.1,223.28,198.47
2023-01-11,C-45013,2,5248,23,1,0,4.94,3.78
2023-01-11,C-45013,2,5258,23,1,0,1.74,1.39
2023-01-11,C-45014,2,2480,23,1,0,218572.63,174858.1
2023-01-11,C-45016,5,751,71,20,0,86.77,63.52
2023-01-11,C-45016,5,3218,71,4,0,545.99,394.26
2023-01-11,C-45016,5,5032,71,15,0,32.17,24.39
2023-01-11,C-45016,5,398,46,16,0,97.92,55.32
2023-01-11,C-45016,5,1892,46,3,0,8.18,7
2023-01-11,C-45016,5,3326,46,1,0,909.78,697.55
2023-01-11,B-45017,9,565,74,15,0.07,2.07,1.75
2023-01-11,B-45017,9,573,74,15,0.07,3.12,1.88
2023-01-11,B-45017,9,2207,74,15,0.07,33.26,27.51
2023-01-11,B-45017,9,5244,74,15,0.07,2.26,1.68
2023-01-11,A-45017,8,1110,57,2,0.07,87.42,71.98
2023-01-11,A-45017,8,3940,57,1,0.07,422.63,260.81
2023-01-11,A-45017,8,3997,57,1,0.07,50.26,34.1
2023-01-11,A-45017,8,4032,57,1,0.07,16.26,10.03
2023-01-11,A-45017,8,4034,57,1,0.07,32.54,27.09
2023-01-11,C-45017,5,2127,46,8,0,423.57,230.96
2023-01-11,C-45017,5,4115,46,1,0,1101.25,881
2023-01-11,B-45018,16,17,49,200,0,2.75,2.48
2023-01-11,B-45018,16,251,49,25,0.1,8.31,7.78
2023-01-11,B-45018,16,569,49,1,0.08,5.68,4.02
2023-01-11,B-45018,16,569,49,16,0.08,5.68,4.02
2023-01-11,B-45018,16,805,49,3,0.1,86.58,73.12
2023-01-11,B-45018,16,818,49,3,0.1,86.58,73.12
2023-01-11,B-45018,16,828,49,3,0.1,86.58,73.12
2023-01-11,B-45018,16,1575,49,200,0.1,1.87,1.67
2023-01-11,B-45018,16,1596,49,50,0.1,10.75,9.56
2023-01-11,B-45018,16,2212,49,6,0.1,82.01,70.1
2023-01-11,C-45018,21,3619,32,5,0,66.55,48.44
2023-01-11,C-45018,21,3631,32,5,0,61.36,49.09
2023-01-11,C-45018,5,1733,46,300,0,3.31,2.65
2023-01-11,C-45018,5,3140,46,1600,0,0.58,0.37
2023-01-11,B-45018,9,3286,27,2,0.07,216.41,186.16
2023-01-11,B-45019,9,1175,76,11,0.1,264.6,210
2023-01-11,B-45019,9,5636,76,400,0.1,9.45,6.21
2023-01-11,B-45019,9,5637,76,700,0.1,9.45,6.21
2023-01-11,B-45019,9,5639,76,600,0.1,7.62,3.99
2023-01-11,B-45019,9,5640,76,1100,0.1,7.62,4.01
2023-01-11,B-45019,9,5641,76,1800,0.1,7.62,3.99
2023-01-11,B-45019,9,5643,76,600,0.1,7.62,3.99
2023-01-11,B-45019,9,5644,76,1000,0.1,7.62,3.99
2023-01-11,B-45019,9,5646,76,100,0.1,3.69,2.75
2023-01-11,B-45019,9,5647,76,650,0.1,3.69,2.75
2023-01-11,A-45019,8,1700,63,8,0.05,398.75,319
2023-01-11,A-45019,8,2207,63,5,0.1,42.03,33.62
2023-01-11,C-45019,5,3207,46,1,0,280.12,180.97
2023-01-11,C-45019,5,4852,46,90,0,0.96,0.72
2023-01-11,C-45020,5,4145,71,20,0,39.05,31.24
2023-01-11,C-45020,5,13,46,20,0,53.16,42.53
2023-01-11,C-45020,5,13,46,4,0,53.2,42.56
2023-01-11,C-45020,5,2979,46,1,0,90.49,59.98
2023-01-11,C-45020,5,2980,46,1,0,90.49,64.84
2023-01-11,C-45020,5,3135,46,600,0,0.19,0.07
2023-01-11,C-45020,5,3140,46,1200,0,0.78,0.37
2023-01-11,C-45020,5,3140,46,1800,0,0.58,0.37
2023-01-11,C-45020,5,3765,46,1,0,402.15,238.02
2023-01-11,C-45020,5,4113,46,1,0,327.94,262.35
2023-01-11,C-45020,5,4179,46,1,0,4605.34,3395.24
2023-01-11,B-45021,9,1040,74,1,0.07,15.07,13.47
2023-01-11,B-45021,9,1041,74,15,0.07,19.07,17.07
2023-01-11,B-45021,9,1604,74,100,0.07,11.11,9.56
2023-01-11,B-45021,9,1607,74,100,0.07,11.11,9.56
2023-01-11,C-45021,5,193,71,80,0,1.89,1.54
2023-01-11,C-45021,5,13,46,9,0,43.86,42.56
2023-01-11,C-45021,5,2201,46,23,0,12.03,7.66
2023-01-11,C-45021,5,2333,46,3,0,605.2,427.83
2023-01-11,C-45021,5,2466,46,5,0,18.57,10.28
2023-01-11,C-45021,5,3140,46,1800,0,0.78,0.37
2023-01-11,B-45021,9,4154,24,7,0,2392,2144.15
2023-01-11,C-45021,21,13,11,15,0,44.98,42.13
2023-01-11,C-45021,21,3135,11,500,0,0.09,0.07
2023-01-11,C-45021,2,679,23,2,0.05,19.8,15.84
2023-01-11,C-45021,2,685,23,2,0.05,20.12,15.84
2023-01-11,C-45021,2,691,23,2,0.05,21.92,15.84
2023-01-11,C-45021,2,700,23,2,0.05,21.18,17.83
2023-01-11,C-45021,2,1524,23,100,0.05,7.07,5.76
2023-01-11,C-45021,2,4770,23,1,0,185,148.35
2023-01-11,B-45022,9,5,76,20,0.1,11.71,10.57
2023-01-11,B-45022,9,9,76,2,0.1,246.31,218.94
2023-01-11,B-45022,9,13,76,20,0.1,51.54,41.23
2023-01-11,B-45022,9,186,76,2,0.1,54.56,52.3
2023-01-11,B-45022,9,200,76,40,0.1,98.69,73.1
2023-01-11,B-45022,9,247,76,6,0.1,19.1,16.99
2023-01-11,B-45022,9,249,76,30,0.1,12.04,11.27
2023-01-11,B-45022,9,251,76,195,0.1,8.32,7.78
2023-01-11,B-45022,9,544,76,20,0.1,7.43,6.09
2023-01-11,B-45022,9,554,76,20,0.1,3.38,2.79
2023-01-11,B-45022,9,581,76,40,0.1,4.37,3.6
2023-01-11,B-45022,9,671,76,12,0.1,11.19,9.9
2023-01-11,B-45022,9,672,76,2,0.1,13.81,12.22
2023-01-11,B-45022,9,719,76,20,0.1,3.61,3.15
2023-01-11,B-45022,9,720,76,30,0.1,6.95,6.08
2023-01-11,B-45022,9,720,76,6,0.1,6.95,6.08
2023-01-11,B-45022,9,745,76,3,0.1,1496.43,1094.21
2023-01-11,B-45022,9,763,76,25,0.1,273.78,149.9
2023-01-11,B-45022,9,765,76,9,0.1,391.5,328.19
2023-01-11,B-45022,9,765,76,1,0.1,391.5,328.19
2023-01-11,B-45022,9,765,76,13,0.1,391.5,202.16
2023-01-11,B-45022,9,789,76,7,0.1,750.96,484.04
2023-01-11,B-45022,9,789,76,1,0.1,750.96,484.04
2023-01-11,B-45022,9,789,76,6,0.1,750.96,411.17
2023-01-11,B-45022,9,791,76,4,0.1,804.15,714.83
2023-01-11,B-45022,9,1297,76,40,0.1,13.05,10.98
2023-01-11,B-45022,9,1321,76,10,0.1,8.63,6.18
2023-01-11,B-45022,9,1743,76,2,0.1,144.08,112.5
2023-01-11,B-45022,9,1751,76,60,0.1,9.45,7.05
2023-01-11,B-45022,9,1934,76,1,0.1,22.03,20.56
2023-01-11,B-45022,9,3139,76,300,0.1,0.37,0.25
2023-01-11,B-45022,9,3615,76,17,0.1,107.26,85.81
2023-01-11,B-45022,9,3634,76,17,0.1,36,20.72
2023-01-11,B-45022,9,3759,76,1,0.1,228.77,155.61
2023-01-11,B-45022,9,3935,76,8,0.1,115.28,83.53
2023-01-11,B-45022,9,3972,76,5,0.1,88.17,56.22
2023-01-11,B-45022,9,3997,76,5,0.1,48.64,34.1
2023-01-11,B-45022,9,3997,76,8,0.1,48.64,34.1
2023-01-11,B-45022,9,4033,76,8,0.1,39.7,31.76
2023-01-11,B-45022,9,4045,76,5,0.1,62.73,14.08
2023-01-11,B-45022,9,4297,76,3,0.1,235.05,188.04
2023-01-11,B-45022,9,4822,76,1,0,24.57,23
2023-01-11,B-45022,9,5276,76,5,0.1,17.3,13.46
2023-01-11,B-45022,9,5601,76,70,0.1,58.5,43.6
2023-01-11,B-45022,9,5602,76,210,0.1,58.5,43.6
2023-01-11,B-45022,9,5611,76,20,0.1,55.73,27.86
2023-01-11,B-45022,9,5616,76,10,0.1,23.81,19.57
2023-01-11,B-45022,9,5617,76,20,0.1,23.81,19.57
2023-01-11,B-45022,9,5636,76,400,0.1,9.45,6.21
2023-01-11,B-45022,9,1539,74,100,0.1,4.3,3.82
2023-01-11,B-45022,9,1542,74,100,0.1,4.3,3.82
2023-01-11,B-45022,9,4995,74,2,0.1,363.42,311.14
2023-01-11,B-45022,9,5043,74,1,0.1,440.86,376.81
2023-01-11,B-45022,9,5043,74,4,0.1,440.87,376.81
2023-01-11,B-45022,9,5185,74,9,0.1,23.24,19.86
2023-01-11,B-45022,9,5185,74,14,0.1,23.24,19.86
2023-01-11,C-45022,21,3990,32,2,0,307.17,65.14
2023-01-11,C-45022,21,3994,32,2,0,307.17,65.14
2023-01-11,C-45022,1,2638,38,1,0,4213,3120.74
2023-01-11,C-45022,1,2638,38,1,0,5662,4194.07
2023-01-11,B-45023,9,154,76,3,0.1,31.5,24.68
2023-01-11,B-45023,9,251,76,10,0.1,8.32,7.78
2023-01-11,B-45023,9,275,76,905,0.1,10.35,7.92
2023-01-11,B-45023,9,275,76,620,0.1,10.35,7.92
2023-01-11,B-45023,9,354,76,60,0.1,73.08,57.72
2023-01-11,B-45023,9,357,76,30,0.1,85.68,67.24
2023-01-11,B-45023,9,542,76,2,0.1,3.23,2.66
2023-01-11,B-45023,9,544,76,4,0.1,7.44,6.09
2023-01-11,B-45023,9,611,76,10,0.1,3.33,3.02
2023-01-11,B-45023,9,627,76,1,0.1,72.17,67.73
2023-01-11,B-45023,9,658,76,1,0.1,18.22,17.82
2023-01-11,B-45023,9,659,76,1,0.1,46.41,37.13
2023-01-11,B-45023,9,662,76,2,0.1,30.8,27.68
2023-01-11,B-45023,9,663,76,2,0.1,49.9,46.68
2023-01-11,B-45023,9,763,76,8,0.1,273.78,149.9
2023-01-11,B-45023,9,763,76,16,0.1,273.78,149.9
2023-01-11,B-45023,9,768,76,2,0.1,583.56,484.88
2023-01-11,B-45023,9,768,76,2,0.1,583.56,484.88
2023-01-11,B-45023,9,1297,76,4,0.1,12.35,10.98
2023-01-11,B-45023,9,1462,76,1000,0.1,19.31,8.28
2023-01-11,B-45023,9,1463,76,600,0.1,24.57,12.29
2023-01-11,B-45023,9,1496,76,50,0.1,21.98,17.58
2023-01-11,B-45023,9,1497,76,30,0.1,23.3,18.64
2023-01-11,B-45023,9,1745,76,3,0.1,319.5,252.21
2023-01-11,B-45023,9,1758,76,20,0.1,42.26,33.08
2023-01-11,B-45023,9,1930,76,10,0.1,44.49,39.55
2023-01-11,B-45023,9,2233,76,2,0.1,125.51,97.75
2023-01-11,B-45023,9,2239,76,4,0.1,274.1,219.28
2023-01-11,B-45023,9,2270,76,2,0.1,32.1,26.91
2023-01-11,B-45023,9,2275,76,4,0.1,63.61,54.39
2023-01-11,B-45023,9,4697,76,1,0.1,232.58,224.71
2023-01-11,B-45023,9,4863,76,6,0.1,7,5.76
2023-01-11,B-45023,9,5278,76,2,0.1,23.28,18.11
2023-01-11,B-45023,9,5279,76,3,0.1,45.89,35.71
2023-01-11,B-45023,9,5329,76,1,0.1,900,666.67
2023-01-11,B-45023,9,5473,76,610,0.1,4.95,3.86
2023-01-11,B-45023,9,5557,76,15,0.1,5.06,4.5
2023-01-11,B-45023,9,5563,76,200,0.1,5.06,4.5
2023-01-11,B-45023,9,5601,76,15,0.1,58.5,43.6
2023-01-11,B-45023,9,5601,76,70,0.1,58.5,43.6
2023-01-12,B-45023,9,5602,76,45,0.1,58.5,43.6
2023-01-12,B-45023,9,5602,76,210,0.1,58.5,43.6
2023-01-12,B-45023,9,5621,76,140,0.1,12.65,11.24
2023-01-12,B-45023,9,5637,76,1000,0.1,9.45,6.4
2023-01-12,B-45023,9,5641,76,160,0.1,7.62,3.99
2023-01-12,B-45023,9,5644,76,65,0.1,7.62,4.17
2023-01-12,B-45023,9,5644,76,80,0.1,7.62,4.17
2023-01-12,B-45023,9,5647,76,130,0.1,3.69,2.72
2023-01-12,B-45023,16,3855,59,2,0,687.08,467.25
2023-01-12,C-45023,5,1733,46,200,0,3.31,2.65
2023-01-12,C-45023,5,4106,46,2,0,316.88,253.5
2023-01-12,C-45024,5,67,46,3,0,35,32.03
2023-01-12,C-45024,5,2235,46,1,0,141.3,132.39
2023-01-12,C-45024,5,3140,46,1300,0,0.58,0.37
2023-01-12,C-45024,5,4256,46,1,0,1161.73,929.38
